timestamp,S0-iMC0.MEM_BW_TOTAL,S0-iMC1.MEM_BW_TOTAL,S0-iMC2.MEM_BW_TOTAL
0.200764721,0.164611816406,0.081298828125,0.585510253906
0.301294012,1.31298828125,0.0405883789062,0.153076171875
0.401907112,1.31030273438,0.0302124023438,0.157592773438
0.502440978,0.361511230469,0.05517578125,0.282592773438
0.602974586,1.30389404297,0.0205078125,0.0855712890625
0.703506073,1.30969238281,0.029541015625,0.174987792969
0.804039340,1.302734375,0.0199584960938,0.0802612304688
0.904567687,1.30084228516,0.02197265625,0.0806884765625
1.005103136,1.30053710938,0.0230102539062,0.0950317382812
1.105679592,1.30169677734,0.0234985351562,0.0950317382812
1.206219756,1.30139160156,0.0243530273438,0.100463867188
1.306747608,1.30334472656,0.0241088867188,0.113159179688
1.407347720,1.30303955078,0.0264282226562,0.117553710938
1.507934567,0.205932617188,0.0143432617188,0.104064941406
1.608474498,0.0301513671875,0.0072021484375,0.0724487304688
1.709006187,1.30163574219,0.022216796875,0.103881835938
1.809578720,1.29937744141,0.0198974609375,0.0829467773438
1.910113190,1.30187988281,0.0209350585938,0.0903930664062
2.010636943,1.30407714844,0.022216796875,0.110290527344
2.111288885,1.43035888672,0.154541015625,1.22741699219
2.212091074,720.111999512,718.849853516,792.845214844
2.312896107,884.041381836,882.699035645,941.598693848
2.413708169,902.253662109,900.898010254,939.625305176
2.514415132,907.839233398,906.509643555,942.693359375
2.615147202,905.530700684,904.250305176,939.61340332
2.715943823,904.436279297,903.026000977,938.482299805
2.816712088,898.052307129,896.799743652,944.080932617
2.917469552,905.813781738,904.449829102,939.932556152
3.018120227,904.737792969,903.431945801,946.758422852
3.118682634,899.623596191,898.307312012,945.182312012
3.219153095,813.991088867,812.729858398,866.250061035
3.319731645,905.747314453,904.520202637,940.193359375
3.420264457,1089.69799805,1088.41485596,1094.68823242
3.520747881,1069.70196533,1068.38635254,1082.02783203
3.621081922,389.278442383,388.197387695,716.312072754
3.721625821,0.165588378906,0.123779296875,1.49627685547
3.822159196,0.0405883789062,0.0159301757812,0.18896484375
3.922712553,0.51513671875,0.36328125,6.04302978516
4.023249094,0.0338745117188,0.011474609375,0.108276367188
4.123788870,0.0859375,0.0216674804688,0.261352539062
4.224294318,0.049072265625,0.0135498046875,0.105102539062
4.324806205,0.0469970703125,0.0137329101562,0.205871582031
4.425311287,0.154602050781,0.0221557617188,0.327209472656
4.525837452,0.0267944335938,0.009521484375,0.0803833007812
4.626340844,0.0423583984375,0.0112915039062,0.08251953125
4.726838477,0.0469360351562,0.0101318359375,0.095947265625
4.827345154,0.0269775390625,0.00689697265625,0.0747680664062
4.927847986,0.0508422851562,0.00982666015625,0.103881835938
5.028355300,0.02783203125,0.0064697265625,0.077392578125
5.128854699,0.0337524414062,0.00653076171875,0.0689697265625
5.229386334,0.175415039062,0.0827026367188,1.42022705078
5.329899061,0.0608520507812,0.0147705078125,0.153869628906
5.430431188,0.189270019531,0.100830078125,1.11737060547
5.495142303,0.033447265625,0.00933837890625,0.0881958007812
5.495142303,0.046875,0.0121459960938,0.24462890625
